name,online_order,book_table,rate,votes,location,approx_cost(for two people),listed_in(type),listed_in(city)
"Kesariya","No","Yes",4.2,1214,"JP Nagar",1200,"Delivery","BTM"
"Big Wong XL","No","Yes",4.5,678,"Koramangala 5th Block",1400,"Delivery","BTM"
"Hunan","No","Yes",4.3,2241,"Koramangala 5th Block",1100,"Delivery","BTM"
"The Himalayan","No","Yes",4.4,320,"Koramangala 5th Block",1200,"Delivery","BTM"
"Coastal Mama","No","Yes",4.1,466,"JP Nagar",700,"Delivery","BTM"
"House Of Commons","No","Yes",4.8,4390,"Koramangala 5th Block",1000,"Delivery","BTM"
"Happy Brew","No","Yes",4,2151,"Koramangala 5th Block",1000,"Delivery","BTM"
"Over The Top Terrace Lounge","No","Yes",3.9,1388,"Koramangala 5th Block",1400,"Delivery","BTM"
"Enerjuvate Studio & Cafe","No","Yes",4.4,464,"Koramangala 4th Block",800,"Delivery","BTM"
"Market Table","No","Yes",4.5,546,"Koramangala 5th Block",900,"Delivery","BTM"
"Nandhana Palace","No","Yes",4.1,770,"Koramangala 4th Block",800,"Delivery","BTM"
"Baba Da Dhaba","No","Yes",4.1,446,"Koramangala 7th Block",650,"Delivery","BTM"
"Fava","No","Yes",4.4,2041,"Lavelle Road",1200,"Delivery","Church Street"
"Retro Lounge Bar","No","Yes",3.8,108,"Ulsoor",1400,"Delivery","Church Street"
"Sunny's","No","Yes",4.1,1330,"Lavelle Road",2100,"Delivery","Church Street"
"Millers 46","No","Yes",4.4,2266,"Vasanth Nagar",1100,"Delivery","Church Street"
"Sakae Japanese Restaurant","No","Yes",4.3,519,"Shanti Nagar",1400,"Delivery","Church Street"
"BISO - Citrus Hotels","No","Yes",3.9,158,"Cunningham Road",1100,"Delivery","Church Street"
"Gilly's Restobar","No","Yes",4.3,1249,"Electronic City",1200,"Delivery","Electronic City"
"Kritunga Restaurant","No","Yes",3.8,473,"Electronic City",650,"Delivery","Electronic City"
"Mesa Lounge Bar - Svenska Design Hotel","No","Yes",3.5,49,"Electronic City",1500,"Delivery","Electronic City"
"The Dining Table - Sahar Pavillion","No","Yes",3.7,74,"Electronic City",1500,"Delivery","Electronic City"
"Elements Eatery","No","Yes",4,608,"Frazer Town",1100,"Delivery","Frazer Town"
"Millers 46","No","Yes",4.4,2266,"Vasanth Nagar",1100,"Delivery","Frazer Town"
"BISO - Citrus Hotels","No","Yes",3.9,158,"Cunningham Road",1100,"Delivery","Frazer Town"
"Silbatti","No","Yes",4,1551,"HSR",750,"Delivery","HSR"
"HSR High Street","No","Yes",3.8,320,"HSR",800,"Delivery","HSR"
"OPUS Club","No","Yes",4.5,1506,"Sarjapur Road",1900,"Delivery","HSR"
"Nandhana Palace","No","Yes",4.2,902,"Indiranagar",800,"Delivery","Indiranagar"
"Lono","No","Yes",4.2,172,"Indiranagar",1500,"Delivery","Indiranagar"
"The Punjabi Rasoi","No","Yes",4.1,2008,"Indiranagar",800,"Delivery","Indiranagar"
"Baba Da Dhaba","No","Yes",4,364,"Indiranagar",650,"Delivery","Indiranagar"
"Bottle & Glass","No","Yes",4,973,"Indiranagar",1400,"Delivery","Indiranagar"
"Forage","No","Yes",4.1,210,"Indiranagar",1500,"Delivery","Indiranagar"
"Kund Indian Barbeque","No","Yes",4,869,"Indiranagar",1100,"Delivery","Indiranagar"
"Retro Lounge Bar","No","Yes",3.8,108,"Ulsoor",1400,"Delivery","Indiranagar"
"Ginseng - Royal Orchid Hotel","No","Yes",4,170,"Old Airport Road",1900,"Delivery","Indiranagar"
"Loveshack","No","Yes",4,1724,"Domlur",1600,"Delivery","Indiranagar"
"Enerjuvate Studio & Cafe","No","Yes",4.2,738,"Jayanagar",800,"Delivery","Jayanagar"
"Cafe Cosy","No","Yes",4.1,114,"Jayanagar",800,"Delivery","Jayanagar"
"La Casa","No","Yes",3.6,570,"Jayanagar",800,"Delivery","Jayanagar"
"1947","No","Yes",4.1,2312,"Jayanagar",950,"Delivery","Jayanagar"
"Clove Rooftop","No","Yes",3.8,234,"Jayanagar",1000,"Delivery","Jayanagar"
"The Lounge - Eden Park Restaurants","No","Yes",3.8,152,"Jayanagar",1350,"Delivery","Jayanagar"
"The Sofraah Kebabs & Kurries - Eden Park Restaurants","No","Yes",3.8,176,"Jayanagar",1350,"Delivery","Jayanagar"
"Kesariya","No","Yes",4.2,1216,"JP Nagar",1200,"Delivery","Jayanagar"
"Nandhana Palace","No","Yes",4.3,1079,"JP Nagar",800,"Delivery","Jayanagar"
"Coastal Mama","No","Yes",4.1,468,"JP Nagar",700,"Delivery","Jayanagar"
"Bottle Breacher","No","Yes",4.2,1197,"JP Nagar",1200,"Delivery","Jayanagar"
"Dr. Sheesha","No","Yes",4.1,1453,"JP Nagar",800,"Delivery","Jayanagar"
"Dr. Sheesha","No","Yes",4.1,1445,"JP Nagar",800,"Delivery","JP Nagar"
"Bottle Breacher","No","Yes",4.1,1195,"JP Nagar",1200,"Delivery","JP Nagar"
"Kesariya","No","Yes",4.2,1242,"JP Nagar",1200,"Delivery","JP Nagar"
"Nandhana Palace","No","Yes",4.3,1079,"JP Nagar",800,"Delivery","JP Nagar"
"Mango Greens","No","Yes",3.9,48,"JP Nagar",900,"Delivery","JP Nagar"
"Coastal Mama","No","Yes",4.1,468,"JP Nagar",700,"Delivery","JP Nagar"
"Thirsty Tiger","No","Yes",3.5,54,"JP Nagar",1300,"Delivery","JP Nagar"
"The Sofraah Kebabs & Kurries - Eden Park Restaurants","No","Yes",3.8,176,"Jayanagar",1350,"Delivery","JP Nagar"
"The Lounge - Eden Park Restaurants","No","Yes",3.8,151,"Jayanagar",1350,"Delivery","JP Nagar"
"La Casa","No","Yes",3.7,570,"Jayanagar",800,"Delivery","JP Nagar"
"Shee-Sha Cafe","No","Yes",3.6,39,"Bannerghatta Road",800,"Delivery","JP Nagar"
"Ginger Greens","No","Yes",3.9,300,"Kalyan Nagar",750,"Delivery","Kalyan Nagar"
"Sigree Global Grill","No","Yes",4.4,1099,"Kalyan Nagar",1400,"Delivery","Kalyan Nagar"
"Float Brewery","No","Yes",4.3,416,"Kalyan Nagar",1800,"Delivery","Kalyan Nagar"
"Aioli","No","Yes",4.2,783,"Kalyan Nagar",1400,"Delivery","Kalyan Nagar"
"Nandhana Palace","No","Yes",4.1,737,"Kammanahalli",800,"Delivery","Kalyan Nagar"
"Have More","No","Yes",3.9,198,"Kammanahalli",700,"Delivery","Kalyan Nagar"
"Have More","No","Yes",3.9,198,"Kammanahalli",700,"Delivery","Kammanahalli"
"Nandhana Palace","No","Yes",4.1,737,"Kammanahalli",800,"Delivery","Kammanahalli"
"Sigree Global Grill","No","Yes",4.4,1099,"Kalyan Nagar",1400,"Delivery","Kammanahalli"
"Aioli","No","Yes",4.2,783,"Kalyan Nagar",1400,"Delivery","Kammanahalli"
"Float Brewery","No","Yes",4.3,416,"Kalyan Nagar",1800,"Delivery","Kammanahalli"
"Ginger Greens","No","Yes",3.9,300,"Kalyan Nagar",750,"Delivery","Kammanahalli"
"1522 - The Pub","No","Yes",4.2,1739,"Koramangala 4th Block",1400,"Delivery","Koramangala 4th Block"
"Nandhana Palace","No","Yes",4.1,778,"Koramangala 4th Block",800,"Delivery","Koramangala 4th Block"
"Enerjuvate Studio & Cafe","No","Yes",4.4,467,"Koramangala 4th Block",800,"Delivery","Koramangala 4th Block"
"Pot-O-Noodles","No","Yes",4.3,162,"Koramangala 4th Block",800,"Delivery","Koramangala 4th Block"
"Budget Food","No","Yes",3.5,43,"Old Airport Road",700,"Delivery","Koramangala 4th Block"
"Hunan","No","Yes",4.3,2246,"Koramangala 5th Block",1100,"Delivery","Koramangala 4th Block"
"Gilly's Restobar","No","Yes",4.5,3909,"Koramangala 5th Block",1000,"Delivery","Koramangala 4th Block"
"House Of Commons","No","Yes",4.8,4441,"Koramangala 5th Block",1000,"Delivery","Koramangala 4th Block"
"Happy Brew","No","Yes",4,2155,"Koramangala 5th Block",1000,"Delivery","Koramangala 4th Block"
"Loveshack","No","Yes",4,1758,"Domlur",1600,"Delivery","Koramangala 4th Block"
"Over The Top Terrace Lounge","No","Yes",3.9,1389,"Koramangala 5th Block",1400,"Delivery","Koramangala 4th Block"
"Big Wong XL","No","Yes",4.5,684,"Koramangala 5th Block",1400,"Delivery","Koramangala 4th Block"
"HSR High Street","No","Yes",3.8,321,"HSR",800,"Delivery","Koramangala 4th Block"
"Market Table","No","Yes",4.5,548,"Koramangala 5th Block",900,"Delivery","Koramangala 4th Block"
"Baba Da Dhaba","No","Yes",4.1,450,"Koramangala 7th Block",650,"Delivery","Koramangala 4th Block"
"The Himalayan","No","Yes",4.5,324,"Koramangala 5th Block",1200,"Delivery","Koramangala 4th Block"
"Gilly's Restobar","No","Yes",4.5,3915,"Koramangala 5th Block",1000,"Delivery","Koramangala 5th Block"
"House Of Commons","No","Yes",4.7,4442,"Koramangala 5th Block",1000,"Delivery","Koramangala 5th Block"
"Big Wong XL","No","Yes",4.5,685,"Koramangala 5th Block",1400,"Delivery","Koramangala 5th Block"
"Market Table","No","Yes",4.5,549,"Koramangala 5th Block",900,"Delivery","Koramangala 5th Block"
"Happy Brew","No","Yes",4,2159,"Koramangala 5th Block",1000,"Delivery","Koramangala 5th Block"
"Hunan","No","Yes",4.3,2248,"Koramangala 5th Block",1100,"Delivery","Koramangala 5th Block"
"The Himalayan","No","Yes",4.4,326,"Koramangala 5th Block",1200,"Delivery","Koramangala 5th Block"
"Over The Top Terrace Lounge","No","Yes",3.9,1389,"Koramangala 5th Block",1400,"Delivery","Koramangala 5th Block"
"1522 - The Pub","No","Yes",4.2,1741,"Koramangala 4th Block",1400,"Delivery","Koramangala 5th Block"
"Pecos Hideout","No","Yes",4,169,"BTM",1100,"Delivery","Koramangala 5th Block"
"Pot-O-Noodles","No","Yes",4.3,164,"Koramangala 4th Block",800,"Delivery","Koramangala 5th Block"
"Nandhana Palace","No","Yes",4.1,811,"Koramangala 4th Block",800,"Delivery","Koramangala 5th Block"
"Baba Da Dhaba","No","Yes",4.1,450,"Koramangala 7th Block",650,"Delivery","Koramangala 5th Block"
"Budget Food","No","Yes",3.5,43,"Old Airport Road",700,"Delivery","Koramangala 6th Block"
"Gilly's Restobar","No","Yes",4.5,3914,"Koramangala 5th Block",1000,"Delivery","Koramangala 6th Block"
"House Of Commons","No","Yes",4.7,4447,"Koramangala 5th Block",1000,"Delivery","Koramangala 6th Block"
"Happy Brew","No","Yes",4,2160,"Koramangala 5th Block",1000,"Delivery","Koramangala 6th Block"
"1522 - The Pub","No","Yes",4.2,1743,"Koramangala 4th Block",1400,"Delivery","Koramangala 6th Block"
"Loveshack","No","Yes",4,1778,"Domlur",1600,"Delivery","Koramangala 6th Block"
"Over The Top Terrace Lounge","No","Yes",3.9,1389,"Koramangala 5th Block",1400,"Delivery","Koramangala 6th Block"
"Big Wong XL","No","Yes",4.5,686,"Koramangala 5th Block",1400,"Delivery","Koramangala 6th Block"
"Hunan","No","Yes",4.3,2248,"Koramangala 5th Block",1100,"Delivery","Koramangala 6th Block"
"Market Table","No","Yes",4.5,550,"Koramangala 5th Block",900,"Delivery","Koramangala 6th Block"
"Pot-O-Noodles","No","Yes",4.3,166,"Koramangala 4th Block",800,"Delivery","Koramangala 6th Block"
"Nandhana Palace","No","Yes",4.1,819,"Koramangala 4th Block",800,"Delivery","Koramangala 6th Block"
"The Himalayan","No","Yes",4.4,328,"Koramangala 5th Block",1200,"Delivery","Koramangala 6th Block"
"Baba Da Dhaba","No","Yes",4.1,453,"Koramangala 7th Block",650,"Delivery","Koramangala 6th Block"
"Baba Da Dhaba","No","Yes",4.1,453,"Koramangala 7th Block",650,"Delivery","Koramangala 7th Block"
"Gilly's Restobar","No","Yes",4.5,3919,"Koramangala 5th Block",1000,"Delivery","Koramangala 7th Block"
"House Of Commons","No","Yes",4.7,4449,"Koramangala 5th Block",1000,"Delivery","Koramangala 7th Block"
"Happy Brew","No","Yes",4,2161,"Koramangala 5th Block",1000,"Delivery","Koramangala 7th Block"
"1522 - The Pub","No","Yes",4.2,1745,"Koramangala 4th Block",1400,"Delivery","Koramangala 7th Block"
"Pecos Hideout","No","Yes",4,171,"BTM",1100,"Delivery","Koramangala 7th Block"
"Over The Top Terrace Lounge","No","Yes",3.9,1390,"Koramangala 5th Block",1400,"Delivery","Koramangala 7th Block"
"Big Wong XL","No","Yes",4.5,688,"Koramangala 5th Block",1400,"Delivery","Koramangala 7th Block"
"Hunan","No","Yes",4.3,2254,"Koramangala 5th Block",1100,"Delivery","Koramangala 7th Block"
"Market Table","No","Yes",4.5,553,"Koramangala 5th Block",900,"Delivery","Koramangala 7th Block"
"Pot-O-Noodles","No","Yes",4.3,170,"Koramangala 4th Block",800,"Delivery","Koramangala 7th Block"
"Nandhana Palace","No","Yes",4.1,819,"Koramangala 4th Block",800,"Delivery","Koramangala 7th Block"
"The Himalayan","No","Yes",4.4,329,"Koramangala 5th Block",1200,"Delivery","Koramangala 7th Block"
"Fava","No","Yes",4.4,2052,"Lavelle Road",1200,"Delivery","Lavelle Road"
"Sunny's","No","Yes",4.1,1339,"Lavelle Road",2100,"Delivery","Lavelle Road"
"Panchavati Gaurav Thali","No","Yes",4,930,"Brigade Road",800,"Delivery","Lavelle Road"
"Double Decker","No","Yes",4.3,2698,"Brigade Road",1300,"Delivery","Lavelle Road"
"Amber Rush Restobar","No","Yes",4.1,101,"Residency Road",1000,"Delivery","Lavelle Road"
"Millers 46","No","Yes",4.4,2275,"Vasanth Nagar",1100,"Delivery","Lavelle Road"
"Sakae Japanese Restaurant","No","Yes",4.3,531,"Shanti Nagar",1400,"Delivery","Lavelle Road"
"BISO - Citrus Hotels","No","Yes",3.9,158,"Cunningham Road",1100,"Delivery","Lavelle Road"
"1947","No","Yes",4,1070,"Malleshwaram",950,"Delivery","Malleshwaram"
"The Green Path - Forgotten Food","No","Yes",4.3,1143,"Malleshwaram",1100,"Delivery","Malleshwaram"
"Barbecued - By The Orchard","No","Yes",4.3,592,"Sadashiv Nagar",1200,"Delivery","Malleshwaram"
"Kesariya","No","Yes",4.2,174,"Sadashiv Nagar",1200,"Delivery","Malleshwaram"
"The Higher Taste","No","Yes",4.3,854,"Rajajinagar",800,"Delivery","Malleshwaram"
"Little Italy","No","Yes",4.3,354,"Sadashiv Nagar",1400,"Delivery","Malleshwaram"
"Nandhana Palace","No","Yes",4.2,1459,"Marathahalli",800,"Delivery","Marathahalli"
"Xtreme Sports Bar","No","Yes",3.8,53,"Marathahalli",1400,"Delivery","Marathahalli"
"Off D' Hook","No","Yes",3.7,88,"Marathahalli",800,"Delivery","Marathahalli"
"The Dhaba","No","Yes",2.7,444,"Marathahalli",900,"Delivery","Marathahalli"
"The Mint Resto Bar","No","Yes",2.6,62,"Marathahalli",1000,"Delivery","Marathahalli"
"Panchavati Gaurav Thali","No","Yes",4,930,"Brigade Road",800,"Delivery","MG Road"
"BabaYaga's","No","Yes",4,241,"Indiranagar",1500,"Delivery","MG Road"
"Fava","No","Yes",4.4,2054,"Lavelle Road",1200,"Delivery","MG Road"
"Double Decker","No","Yes",4.3,2716,"Brigade Road",1300,"Delivery","MG Road"
"Amber Rush Restobar","No","Yes",4.1,102,"Residency Road",1000,"Delivery","MG Road"
"Retro Lounge Bar","No","Yes",3.8,110,"Ulsoor",1400,"Delivery","MG Road"
"Sunny's","No","Yes",4.1,1341,"Lavelle Road",2100,"Delivery","MG Road"
"BISO - Citrus Hotels","No","Yes",3.9,158,"Cunningham Road",1100,"Delivery","MG Road"
"Have More","No","Yes",3.9,510,"New BEL Road",700,"Delivery","New BEL Road"
"Hunan","No","Yes",4,820,"New BEL Road",1100,"Delivery","New BEL Road"
"Budget Food","No","Yes",3.5,43,"Old Airport Road",700,"Delivery","Old Airport Road"
"20 Char - Sterlings MAC Hotel","No","Yes",4,427,"Old Airport Road",1400,"Delivery","Old Airport Road"
"Ginseng - Royal Orchid Hotel","No","Yes",3.9,172,"Old Airport Road",1900,"Delivery","Old Airport Road"
"BabaYaga's","No","Yes",4,242,"Indiranagar",1500,"Delivery","Old Airport Road"
"AhimsaAmrit Green Cafe","No","Yes",3.7,19,"Indiranagar",800,"Delivery","Old Airport Road"
"Lono","No","Yes",4.2,241,"Indiranagar",1500,"Delivery","Old Airport Road"
"Loveshack","No","Yes",4,1806,"Domlur",1600,"Delivery","Old Airport Road"
"Bottle & Glass","No","Yes",4,984,"Indiranagar",1400,"Delivery","Old Airport Road"
"Nandhana Palace","No","Yes",4.2,956,"Indiranagar",800,"Delivery","Old Airport Road"
"Forage","No","Yes",4.2,215,"Indiranagar",1500,"Delivery","Old Airport Road"
"The Higher Taste","No","Yes",4.3,859,"Rajajinagar",800,"Delivery","Rajajinagar"
"1947","No","Yes",3.9,620,"Rajajinagar",1000,"Delivery","Rajajinagar"
"The Green Path - Forgotten Food","No","Yes",4.3,1145,"Malleshwaram",1100,"Delivery","Rajajinagar"
"Pind Balluchi","No","Yes",4,1025,"Brigade Road",700,"Delivery","Residency Road"
"Panchavati Gaurav Thali","No","Yes",4,930,"Brigade Road",800,"Delivery","Residency Road"
"Amber Rush Restobar","No","Yes",4.1,105,"Residency Road",1000,"Delivery","Residency Road"
"Double Decker","No","Yes",4.3,2741,"Brigade Road",1300,"Delivery","Residency Road"
"Fava","No","Yes",4.4,2055,"Lavelle Road",1200,"Delivery","Residency Road"
"Sunny's","No","Yes",4.1,1343,"Lavelle Road",2100,"Delivery","Residency Road"
"Sakae Japanese Restaurant","No","Yes",4.3,537,"Shanti Nagar",1400,"Delivery","Residency Road"
"BISO - Citrus Hotels","No","Yes",3.9,158,"Cunningham Road",1100,"Delivery","Residency Road"
"Nandhini Paradise","No","Yes",3.6,279,"St. Marks Road",800,"Delivery","Residency Road"
"THE RIG","No","Yes",4.3,1764,"Sarjapur Road",1500,"Delivery","Sarjapur Road"
"Via Milano","No","Yes",4.6,142,"Sarjapur Road",1500,"Delivery","Sarjapur Road"
"Ruh","No","Yes",4,3056,"Bellandur",1000,"Delivery","Sarjapur Road"
"Nayi Dilli by Anand Sweets","No","Yes",4,120,"Sarjapur Road",1000,"Delivery","Sarjapur Road"
"Baba Da Dhaba","No","Yes",3.6,33,"Sarjapur Road",650,"Delivery","Sarjapur Road"
"Marigold Fine Dine Restaurant","No","Yes",4,292,"Whitefield",1500,"Delivery","Whitefield"
"Burgundy - Royal Orchid Suites","No","Yes",3.9,104,"Whitefield",1200,"Delivery","Whitefield"
"Noodle Bar","No","Yes",4,1070,"Whitefield",1400,"Delivery","Whitefield"
"Flavours Radha Hometel","No","Yes",3.5,185,"Whitefield",800,"Delivery","Whitefield"
"Southern Spice","No","Yes",3,83,"Whitefield",1200,"Delivery","Whitefield"
"Mega Bite","No","Yes",3.5,54,"Whitefield",1100,"Delivery","Whitefield"
"The Irish House","No","Yes",4.3,1776,"Whitefield",1700,"Delivery","Whitefield"
"Gustoes Beer House","No","No",4.1,868,"Banashankari",1200,"Delivery","Banashankari"
"Ayda Persian Kitchen","No","No",3.7,39,"Banashankari",950,"Delivery","Banashankari"
"K27 - The Pub","No","No",3.1,30,"Banashankari",1000,"Delivery","Banashankari"
"Tandoor Hut","No","No",2.2,90,"Bannerghatta Road",750,"Delivery","Bannerghatta Road"
"Sattvam","No","No",4.3,353,"JP Nagar",1200,"Delivery","Bannerghatta Road"
"Flow - Terrace Bar & Grill","No","No",3.8,82,"JP Nagar",1000,"Delivery","Bannerghatta Road"
"Deccan Spice","No","No",3.5,65,"JP Nagar",750,"Delivery","Bannerghatta Road"
"Baba Chatkora","No","No",4.1,428,"Basavanagudi",1000,"Delivery","Basavanagudi"
"B & B The Pub","No","No",3.6,29,"Basavanagudi",1000,"Delivery","Basavanagudi"
"Gandharva Family Restaurant","No","No",3.6,36,"Basavanagudi",900,"Delivery","Basavanagudi"
"Beijing Bites","No","No",2.7,128,"Banashankari",850,"Delivery","Basavanagudi"
"Gustoes Beer House","No","No",4.1,868,"Banashankari",1200,"Delivery","Basavanagudi"
"K27 - The Pub","No","No",3.1,30,"Banashankari",1000,"Delivery","Basavanagudi"
"Kailash Parbat","No","No",3.8,71,"Jayanagar",1200,"Delivery","Basavanagudi"
"Ayda Persian Kitchen","No","No",3.7,39,"Banashankari",950,"Delivery","Basavanagudi"
"Samaroh","No","No",4,246,"Bellandur",1200,"Delivery","Bellandur"
"Burrito Boys","No","No",2.7,39,"Bellandur",330,"Delivery","Bellandur"
"Cafe @ Elanza","No","No",3.7,145,"Richmond Road",1000,"Delivery","Brigade Road"
"Aathithya","No","No",3.1,16,"Infantry Road",1100,"Delivery","Brigade Road"
"Bootlegger","No","No",4.1,1543,"Lavelle Road",1200,"Delivery","Brigade Road"
"ThrowBack - Pub & Dine","No","No",3.9,234,"Langford Town",1000,"Delivery","Brigade Road"
"Truffles","No","No",4.5,3569,"St. Marks Road",900,"Delivery","Brigade Road"
"Cafe Kaara","No","No",4.2,162,"Ulsoor",750,"Delivery","Brigade Road"
"Little Green Cafe","No","No",4.3,788,"Church Street",900,"Delivery","Brigade Road"
"KAARA BY THE LAKE","No","No",4,47,"Ulsoor",750,"Delivery","Brigade Road"
"Sugarberryz Cakery","No","No",3.9,52,"Commercial Street",1200,"Delivery","Brigade Road"
"Nithyothsav - Hotel Ramanashree","No","No",3,31,"MG Road",1000,"Delivery","Brigade Road"
"Bhagini Kitchen And Bar","No","No",3.8,35,"Marathahalli",1100,"Delivery","Brookefield"
"HIGH SKY","No","No",3.6,32,"Whitefield",1000,"Delivery","Brookefield"
"Wok With Chung","No","No",3.8,688,"Marathahalli",1000,"Delivery","Brookefield"
"Oak Tavern","No","No",3.5,9,"Whitefield",1000,"Delivery","Brookefield"
"Delicious Desserts","No","No",3.5,10,"Whitefield",750,"Delivery","Brookefield"
"Invitation Bar & Restaurant","No","No",3,15,"BTM",1000,"Delivery","BTM"
"Melt","No","No",4,115,"BTM",1000,"Delivery","BTM"
"Truffles","No","No",4.7,14654,"Koramangala 5th Block",900,"Delivery","BTM"
"Om Made Cafe","No","No",4,2729,"Koramangala 5th Block",1300,"Delivery","BTM"
"Nouvelle Garden","No","No",3.7,202,"JP Nagar",900,"Delivery","BTM"
"Tandoor Hut","No","No",2.2,90,"Bannerghatta Road",750,"Delivery","BTM"
"Johnny Fox","No","No",3.9,66,"Hosur Road",1500,"Delivery","BTM"
"The Denny's","No","No",3.7,91,"Jayanagar",900,"Delivery","BTM"
"Little Green Cafe","No","No",4.3,788,"Church Street",900,"Delivery","Church Street"
"ThrowBack - Pub & Dine","No","No",3.9,234,"Langford Town",1000,"Delivery","Church Street"
"Truffles","No","No",4.5,3573,"St. Marks Road",900,"Delivery","Church Street"
"Cafe Kaara","No","No",4.2,164,"Ulsoor",750,"Delivery","Church Street"
"KAARA BY THE LAKE","No","No",4,47,"Ulsoor",750,"Delivery","Church Street"
"Sugarberryz Cakery","No","No",3.9,53,"Commercial Street",1200,"Delivery","Church Street"
"Cafe @ Elanza","No","No",3.7,145,"Richmond Road",1000,"Delivery","Church Street"
"Nithyothsav - Hotel Ramanashree","No","No",3,31,"MG Road",1000,"Delivery","Church Street"
"Aathithya","No","No",3.1,16,"Infantry Road",1100,"Delivery","Church Street"
"Green Family Bar & Restaurant","No","No",3,57,"Electronic City",1000,"Delivery","Electronic City"
"Bengaluru Restaurant","No","No",3.1,22,"Electronic City",1500,"Delivery","Electronic City"
"NH7 Resto Pub","No","No",3.3,6,"Electronic City",1400,"Delivery","Electronic City"
"Brunch & Munch - Hotel Millennium Plaza","No","No",3.5,23,"Electronic City",1200,"Delivery","Electronic City"
"Beijing Bites","No","No",3.9,221,"Frazer Town",850,"Delivery","Frazer Town"
"Sherlock's Pub","No","No",4,580,"Frazer Town",1500,"Delivery","Frazer Town"
"Dolphin Bar","No","No",3.8,61,"Frazer Town",1000,"Delivery","Frazer Town"
"Sugarberryz Cakery","No","No",3.9,53,"Commercial Street",1200,"Delivery","Frazer Town"
"Cafe Kaara","No","No",4.2,164,"Ulsoor",750,"Delivery","Frazer Town"
"KAARA BY THE LAKE","No","No",4,47,"Ulsoor",750,"Delivery","Frazer Town"
"Fish & Fries Restaurant","No","No",4,649,"HSR",750,"Delivery","HSR"
"Rolex Food Palace Restaurant","No","No",3.4,9,"HSR",850,"Delivery","HSR"
"Baithak","No","No",4.2,1383,"HSR",1100,"Delivery","HSR"
"Truffles","No","No",4.6,1313,"Indiranagar",900,"Delivery","Indiranagar"
"Nagarjuna","No","No",4.2,1926,"Indiranagar",850,"Delivery","Indiranagar"
"Aaha Andhra","No","No",4.2,807,"Indiranagar",900,"Delivery","Indiranagar"
"Fai Dang","No","No",3.7,30,"Indiranagar",1100,"Delivery","Indiranagar"
"Nami's Global Kitchen","No","No",3.3,6,"Indiranagar",240,"Delivery","Indiranagar"
